Year	Subject	Bacteria_0	Bacteria_1	Bacteria_2	Bacteria_3	Bacteria_4
1950	0	0.08361711614127774	0.0005441193669906152	0.05016365845499283	0.3428889448795135	0.07224175672846891
1951	0	1.5852947376930742	2.5885649296335255e-05	0.006442774496796754	3.5851462922143753	0.15852337903498365
1952	0	2.8806165474025405	0.1393928095490076	1.0331287782076912	1.57130888201459	1.3146563639893816
1953	0	0.5531892693021068	0.7720404060928934	0.13592326258323242	0.010455958387574772	1.6242293508246732
1954	0	1.028542896323467	7.703145247055311	4.364095610807285	0.5771034538499582	7.124779640306058
1955	0	0.3375767793531163	1.4230980829561772	1.8994504524078717	5.175741327092757	3.7656812532930273
1956	0	2.0341178316745556	2.839697856328713	19.41243705595203	1.302543046114713	0.6101362221129143
1957	0	1.4478505376009758	0.1333707381999223	29.278609015853675	9.2468586385127	1.2167000837124267
1958	0	0.9742744937346131	31.844633523132153	35.81421941662158	0.431844116620752	2.746374999730825
1959	0	2.411613416568735	0.002462785624815337	32.86419061585757	4.477923792561111	0.3746125749329849
1960	0	0.902937942757696	3.965824929673359	9.392091134158335	1.37808416020834	3.5057195676298853
1961	0	7.542798224933323	1.6366353522304684	11.90260054879192	4.5020026178903825	1.6869421486250122
1962	0	1.4913113508624831	0.002438103110813919	93.54884258302651	2.2782441607912376	0.04906128709020592
1963	0	12.242053579648683	108.55626918033091	0.4251153695329727	21.245804348120085	2.6092435142127077
1964	0	1.3315745726009551	6.541641941722423e-05	215.0389026525887	12.870617456593244	6.021721146838817
1965	0	22.324594211278846	76.62524584437288	2.024758509596337	26.537420903085263	7.921653755231581
1966	0	3.1216550290314182	23.07498567267109	232.41753639034562	4.771287459441398	7.144470246642581
1967	0	17.12379951255819	116.25798926556627	0.5432517423634192	9.924816642376934	6.000381109062218
1968	0	9.220993784661124	117.09908875332745	19.986081076819143	2.109757969534855	18.043677049466517
1969	0	11.670479144576612	253.14390809216874	31.320305658995277	0.31877280120447765	13.51971115244959
1970	0	2.2833590207416754	337.213624683391	80.16972406866529	0.5231717476495308	2.5247830575388535
1971	0	11.673396789964494	4.278850870000659	606.9090766275904	15.608339809804	5.871226195704938
1972	0	28.3436369312305	0.0043768982745551075	47.97731521401425	9.70913616914301	5.784028771672444
1973	0	0.24901622536493853	866.538497515349	89.84242563595247	23.26323267590568	4.160859264804617
1974	0	0.7201181098964703	850.789667270402	77.89237502454306	26.6641420190392	4.827475597255343
1975	0	3.643644732779818	2.4630723072343153	0.348286106192357	20.691218174193626	6.040724840265992
1976	0	34.55140897557059	19.770248053480177	451.18858927717974	13.42183977899319	5.856714823339132
1977	0	29.47910170138419	0.09469538903535328	19.322167232159813	31.777011811533917	4.768408406033971
1978	0	1.1165084828764935	1831.5219461353638	287.2774611811901	9.557500413425137	13.681421740595786
1979	0	20.351275980666898	38.67908985970304	198.7363841053337	23.15357691946855	3.887858894536852
1980	0	3.6624884313398187	837.1646599328868	735.9246672205082	10.951331670303222	21.847412591608332
1981	0	16.773935151501163	806.8379739694526	1319.9444442255058	33.334594854724116	32.05093302919208
1982	0	3.3458363919076874	2071.184985617257	109.13607983671086	40.223686753108716	11.57907474743721
1983	0	50.3833410694936	21.02457976959145	2796.464228035401	36.327722409707874	42.1442418150493
1984	0	15.756771185591983	2807.7360620254162	1044.9501240816278	5.546031671197291	24.178305073545225
1985	0	20.896325945076214	1.168078922620348	1626.2929633613116	6.359216005782997	33.50155010993457
